Product ID,Category,Inventory Level,Units Sold,Price,Discount,Demand Forecast,Inventory Gap,Days of Inventory,Inventory Status,Suggested Order,Competitor Pricing
P0003,Clothing,458,290,81.76,5,300.75,157.25,1.5,Overstock,0.0,85.66
P0004,Electronics,116,60,84.78,5,64.52,51.480000000000004,1.8,Overstock,0.0,84.58
P0005,Electronics,222,72,60.65,5,63.59,158.41,3.5,Overstock,0.0,63.82
P0006,Furniture,319,21,80.52,0,15.61,303.39,20.4,Overstock,0.0,85.19
P0007,Furniture,89,20,77.4,20,21.76,67.24,4.1,Overstock,0.0,78.01
P0008,Electronics,389,86,14.82,0,77.65,311.35,5.0,Overstock,0.0,12.55
P0009,Electronics,382,252,42.86,15,255.07,126.93,1.5,Overstock,0.0,41.54
P0010,Toys,259,111,97.6,5,118.63,140.37,2.2,Overstock,0.0,99.0
P0011,Clothing,281,248,24.89,15,241.69,39.31,1.2,Overstock,0.0,21.74
P0012,Clothing,184,53,28.21,20,50.5,133.5,3.6,Overstock,0.0,24.46
P0013,Toys,356,171,83.81,0,185.35,170.65,1.9,Overstock,0.0,87.89
P0014,Electronics,347,285,27.46,10,300.54,46.45999999999998,1.2,Overstock,0.0,28.09
P0015,Furniture,119,22,33.38,20,20.32,98.68,5.9,Overstock,0.0,32.13
P0016,Clothing,402,144,13.45,20,162.07,239.93,2.5,Overstock,0.0,11.65
P0017,Toys,486,401,35.47,0,420.83,65.17000000000002,1.2,Overstock,0.0,35.12
P0018,Clothing,405,36,59.08,0,46.15,358.85,8.8,Overstock,0.0,62.36
P0019,Groceries,484,294,88.62,0,288.76,195.24,1.7,Overstock,0.0,86.3
P0020,Groceries,123,31,44.09,5,28.85,94.15,4.3,Overstock,0.0,41.36
P0001,Toys,201,128,61.79,0,124.55,76.45,1.6,Overstock,0.0,59.49
P0002,Furniture,257,118,98.89,10,128.68,128.32,2.0,Overstock,0.0,95.88
P0003,Clothing,304,91,77.43,10,110.26,193.74,2.8,Overstock,0.0,76.05
P0004,Groceries,131,115,56.27,15,132.79,-1.789999999999992,1.0,Healthy,0.0,55.82
P0005,Toys,68,30,63.93,15,43.83,24.17,1.6,Overstock,0.0,64.55
P0006,Toys,362,105,13.05,15,123.19,238.81,2.9,Overstock,0.0,15.65
P0007,Toys,464,287,98.05,10,293.53,170.47000000000003,1.6,Overstock,0.0,96.06
P0008,Electronics,129,61,23.32,10,57.56,71.44,2.2,Overstock,0.0,21.18
P0009,Toys,135,66,91.21,15,70.66,64.34,1.9,Overstock,0.0,89.25
P0010,Furniture,423,158,92.09,15,148.76,274.24,2.8,Overstock,0.0,92.67
P0011,Clothing,477,394,38.35,20,407.69,69.31,1.2,Overstock,0.0,37.19
P0012,Electronics,274,137,97.78,5,155.99,118.00999999999999,1.8,Overstock,0.0,93.71
P0013,Groceries,340,217,94.01,20,234.82,105.18,1.4,Overstock,0.0,98.79
P0014,Toys,202,93,28.51,0,112.44,89.56,1.8,Overstock,0.0,29.7
P0015,Groceries,235,184,74.22,0,193.18,41.81999999999999,1.2,Overstock,0.0,73.18
P0016,Toys,80,55,46.43,10,67.59,12.409999999999997,1.2,Overstock,0.0,46.53
P0017,Furniture,430,132,42.29,20,145.34,284.65999999999997,3.0,Overstock,0.0,40.54
P0018,Electronics,151,117,39.02,0,108.55,42.45,1.4,Overstock,0.0,34.21
P0019,Groceries,350,7,63.96,0,-1.79,351.79,-195.5,Overstock,0.0,65.6
P0020,Electronics,300,273,75.21,0,271.12,28.879999999999995,1.1,Overstock,0.0,71.58
P0001,Groceries,303,140,83.75,20,151.73,151.27,2.0,Overstock,0.0,83.86
P0002,Toys,221,26,61.39,5,38.44,182.56,5.7,Overstock,0.0,60.24
P0003,Electronics,193,108,10.02,20,104.99,88.01,1.8,Overstock,0.0,11.28
P0004,Toys,201,27,57.58,0,25.59,175.41,7.9,Overstock,0.0,54.52
P0005,Toys,228,155,89.75,10,151.4,76.6,1.5,Overstock,0.0,93.57
P0006,Clothing,248,66,33.39,20,59.66,188.34,4.2,Overstock,0.0,33.12
P0007,Clothing,428,299,61.07,20,318.06,109.94,1.3,Overstock,0.0,60.49
P0008,Clothing,377,73,84.61,10,85.24,291.76,4.4,Overstock,0.0,81.44
P0009,Clothing,296,276,25.89,5,292.78,3.2200000000000273,1.0,Healthy,0.0,25.74
P0010,Electronics,112,111,61.51,5,130.3,-18.30000000000001,0.9,Stockout Risk,18.30000000000001,59.32
P0011,Toys,334,100,46.88,10,91.28,242.72,3.7,Overstock,0.0,45.95
P0012,Toys,299,254,42.09,5,260.18,38.81999999999999,1.1,Overstock,0.0,44.69
P0013,Groceries,276,236,57.29,10,228.59,47.41,1.2,Overstock,0.0,60.73
P0014,Clothing,299,75,27.98,5,82.55,216.45,3.6,Overstock,0.0,22.99
P0015,Toys,410,142,99.37,20,159.19,250.81,2.6,Overstock,0.0,96.97
P0016,Clothing,270,98,32.68,10,95.56,174.44,2.8,Overstock,0.0,33.47
P0017,Clothing,489,21,56.71,10,24.38,464.62,20.1,Overstock,0.0,53.94
P0018,Furniture,476,456,43.2,10,456.71,19.29000000000002,1.0,Healthy,0.0,43.96
P0019,Electronics,394,188,80.76,5,201.83,192.17,2.0,Overstock,0.0,80.02
P0020,Electronics,308,151,28.8,10,159.86,148.14,1.9,Overstock,0.0,31.86
P0001,Toys,137,18,32.38,0,22.18,114.82,6.2,Overstock,0.0,35.65
P0002,Groceries,377,363,58.12,5,361.54,15.45999999999998,1.0,Healthy,0.0,55.36
P0003,Electronics,340,264,98.8,5,255.98,84.02000000000001,1.3,Overstock,0.0,100.06
P0004,Clothing,259,162,99.35,10,165.21,93.78999999999999,1.6,Overstock,0.0,99.69
P0005,Clothing,457,62,70.07,5,55.46,401.54,8.2,Overstock,0.0,72.92
P0006,Furniture,261,139,21.77,20,156.18,104.82,1.7,Overstock,0.0,18.08
P0007,Groceries,360,59,35.42,10,65.48,294.52,5.5,Overstock,0.0,34.1
P0008,Clothing,273,209,54.97,20,206.71,66.28999999999999,1.3,Overstock,0.0,56.12
P0009,Furniture,420,238,40.39,0,231.22,188.78,1.8,Overstock,0.0,43.93
P0010,Clothing,86,68,48.94,0,67.55,18.450000000000003,1.3,Overstock,0.0,49.43
P0011,Clothing,221,59,84.82,5,65.38,155.62,3.4,Overstock,0.0,89.15
P0012,Clothing,337,228,32.54,15,235.12,101.88,1.4,Overstock,0.0,35.95
P0013,Clothing,167,56,31.11,15,62.02,104.97999999999999,2.7,Overstock,0.0,33.84
P0014,Toys,437,139,24.45,15,134.18,302.82,3.3,Overstock,0.0,21.99
P0015,Electronics,132,45,51.98,15,53.31,78.69,2.5,Overstock,0.0,52.95
P0016,Furniture,407,320,86.7,15,339.8,67.19999999999999,1.2,Overstock,0.0,85.3
P0017,Furniture,117,88,75.16,0,87.71,29.290000000000006,1.3,Overstock,0.0,75.02
P0018,Electronics,298,173,48.04,5,190.69,107.31,1.6,Overstock,0.0,47.5
P0019,Groceries,260,108,98.41,10,116.37,143.63,2.2,Overstock,0.0,102.02
P0020,Toys,135,134,74.02,15,125.03,9.969999999999999,1.1,Overstock,0.0,69.5
P0001,Toys,350,80,34.3,10,93.1,256.9,3.8,Overstock,0.0,35.01
P0002,Clothing,498,129,73.14,5,127.39,370.61,3.9,Overstock,0.0,75.13
P0003,Clothing,179,33,51.77,15,48.57,130.43,3.7,Overstock,0.0,55.2
P0004,Electronics,345,187,36.29,15,190.47,154.53,1.8,Overstock,0.0,31.8
P0005,Furniture,168,82,66.9,20,101.22,66.78,1.7,Overstock,0.0,66.5
P0006,Clothing,240,33,43.59,10,26.5,213.5,9.1,Overstock,0.0,45.83
P0007,Furniture,494,408,16.83,0,401.55,92.44999999999999,1.2,Overstock,0.0,16.33
P0008,Furniture,73,42,11.23,5,45.69,27.310000000000002,1.6,Overstock,0.0,7.44
P0009,Furniture,266,260,16.38,0,256.89,9.110000000000014,1.0,Healthy,0.0,15.63
P0010,Electronics,440,231,50.85,10,222.11,217.89,2.0,Overstock,0.0,49.21
P0011,Clothing,343,83,40.71,15,78.72,264.28,4.4,Overstock,0.0,38.15
P0012,Toys,486,298,57.42,0,302.67,183.32999999999998,1.6,Overstock,0.0,54.77
P0013,Groceries,384,193,92.83,20,212.74,171.26,1.8,Overstock,0.0,88.85
P0014,Furniture,191,160,27.08,0,171.73,19.27000000000001,1.1,Overstock,0.0,31.7
P0015,Groceries,346,241,38.74,10,244.88,101.12,1.4,Overstock,0.0,43.16
P0016,Groceries,441,265,30.82,5,257.19,183.81,1.7,Overstock,0.0,34.94
P0017,Clothing,70,29,19.65,0,22.6,47.4,3.1,Overstock,0.0,15.23
P0018,Clothing,471,15,85.98,15,19.34,451.66,24.4,Overstock,0.0,85.21
P0019,Furniture,432,306,51.34,5,302.01,129.99,1.4,Overstock,0.0,53.69
P0020,Furniture,63,55,89.09,15,54.25,8.75,1.2,Overstock,0.0,86.38
P0001,Clothing,457,369,38.18,20,377.13,79.87,1.2,Overstock,0.0,39.0
P0002,Clothing,219,92,45.58,5,97.52,121.48,2.2,Overstock,0.0,48.4
P0003,Electronics,398,386,65.53,10,393.1,4.899999999999977,1.0,Healthy,0.0,70.14
P0004,Toys,482,355,30.84,10,358.6,123.39999999999998,1.3,Overstock,0.0,32.35
P0005,Furniture,416,410,29.6,20,426.18,-10.180000000000007,1.0,Healthy,0.0,32.53
P0006,Clothing,233,169,48.71,5,177.44,55.56,1.3,Overstock,0.0,47.52
P0007,Clothing,202,109,84.08,15,105.54,96.46,1.9,Overstock,0.0,87.28
P0008,Electronics,318,316,50.34,20,327.41,-9.410000000000025,1.0,Healthy,0.0,51.81
P0009,Furniture,233,3,54.58,15,-5.06,238.06,-46.0,Overstock,0.0,50.92
P0010,Groceries,92,56,27.42,15,55.92,36.08,1.6,Overstock,0.0,31.73
P0011,Groceries,261,196,28.5,10,199.09,61.91,1.3,Overstock,0.0,27.62
P0012,Clothing,146,93,68.76,20,98.42,47.58,1.5,Overstock,0.0,66.02
P0013,Furniture,311,281,49.53,5,298.98,12.019999999999982,1.0,Healthy,0.0,45.95
P0014,Electronics,167,124,49.83,15,114.56,52.44,1.5,Overstock,0.0,45.26
P0015,Furniture,94,12,94.92,10,15.69,78.31,6.0,Overstock,0.0,95.03
P0016,Toys,85,51,28.77,10,43.52,41.48,2.0,Overstock,0.0,31.33
P0017,Toys,63,1,38.29,0,14.88,48.12,4.2,Overstock,0.0,36.37
P0018,Electronics,146,129,49.22,0,135.08,10.919999999999987,1.1,Overstock,0.0,45.71
P0019,Electronics,94,55,12.3,10,54.72,39.28,1.7,Overstock,0.0,7.94
P0020,Furniture,147,38,83.01,15,49.81,97.19,3.0,Overstock,0.0,81.81
P0001,Clothing,198,27,62.14,20,46.05,151.95,4.3,Overstock,0.0,61.93
P0002,Electronics,101,4,17.43,5,11.56,89.44,8.7,Overstock,0.0,18.37
P0003,Groceries,207,147,50.4,5,161.55,45.44999999999999,1.3,Overstock,0.0,48.83
P0004,Toys,468,306,71.0,0,312.3,155.7,1.5,Overstock,0.0,68.77
P0005,Furniture,293,94,52.14,10,93.69,199.31,3.1,Overstock,0.0,49.09
P0006,Furniture,273,18,52.3,10,36.17,236.82999999999998,7.5,Overstock,0.0,54.39
P0007,Electronics,484,287,20.34,5,304.11,179.89,1.6,Overstock,0.0,19.13
P0008,Groceries,218,26,57.62,10,45.28,172.72,4.8,Overstock,0.0,58.46
P0009,Clothing,142,139,44.71,5,148.64,-6.639999999999986,1.0,Healthy,0.0,42.01
P0010,Toys,111,69,10.05,15,62.48,48.52,1.8,Overstock,0.0,13.58
P0011,Toys,305,304,93.16,15,299.42,5.579999999999984,1.0,Healthy,0.0,90.85
P0012,Furniture,349,36,92.44,5,42.75,306.25,8.2,Overstock,0.0,92.93
P0013,Toys,93,53,22.95,5,58.44,34.56,1.6,Overstock,0.0,21.71
P0014,Toys,83,50,84.95,20,58.5,24.5,1.4,Overstock,0.0,82.12
P0015,Furniture,321,56,95.11,10,75.1,245.9,4.3,Overstock,0.0,90.37
P0016,Clothing,366,248,65.58,0,242.68,123.32,1.5,Overstock,0.0,65.25
P0017,Toys,247,134,74.29,5,151.43,95.57,1.6,Overstock,0.0,76.24
P0018,Clothing,70,38,60.92,0,30.88,39.120000000000005,2.3,Overstock,0.0,60.6
P0019,Furniture,498,108,80.91,15,110.26,387.74,4.5,Overstock,0.0,77.66
P0020,Electronics,133,27,70.68,0,19.86,113.14,6.7,Overstock,0.0,72.82
P0001,Electronics,341,99,93.01,10,109.96,231.04000000000002,3.1,Overstock,0.0,95.98
P0002,Groceries,405,296,30.47,5,304.13,100.87,1.3,Overstock,0.0,31.38
P0003,Clothing,145,92,90.65,0,86.13,58.870000000000005,1.7,Overstock,0.0,91.27
P0004,Groceries,346,286,93.56,10,288.51,57.49000000000001,1.2,Overstock,0.0,94.73
P0005,Furniture,88,37,42.55,0,48.42,39.58,1.8,Overstock,0.0,40.02
P0006,Clothing,151,36,60.19,0,51.58,99.42,2.9,Overstock,0.0,58.24
P0007,Electronics,485,191,13.11,0,199.1,285.9,2.4,Overstock,0.0,14.32
P0008,Electronics,305,239,22.07,0,240.66,64.34,1.3,Overstock,0.0,21.03
P0009,Furniture,109,48,80.5,0,45.13,63.87,2.4,Overstock,0.0,78.13
P0010,Groceries,484,144,53.77,0,143.09,340.90999999999997,3.4,Overstock,0.0,50.18
P0011,Furniture,247,198,57.1,20,213.96,33.03999999999999,1.2,Overstock,0.0,53.25
P0012,Clothing,258,152,76.99,15,145.31,112.69,1.8,Overstock,0.0,79.4
P0013,Furniture,486,463,26.45,5,471.35,14.649999999999977,1.0,Healthy,0.0,21.97
P0014,Furniture,117,86,51.9,20,95.74,21.260000000000005,1.2,Overstock,0.0,53.5
P0015,Clothing,389,263,64.46,0,273.33,115.67000000000002,1.4,Overstock,0.0,61.75
P0016,Toys,416,48,61.74,15,64.83,351.17,6.4,Overstock,0.0,61.77
P0017,Toys,129,129,21.46,15,145.85,-16.849999999999994,0.9,Stockout Risk,16.849999999999994,22.61
P0018,Groceries,139,106,48.53,0,106.68,32.31999999999999,1.3,Overstock,0.0,47.49
P0019,Toys,180,2,86.43,5,19.42,160.57999999999998,9.3,Overstock,0.0,87.87
P0020,Toys,108,60,42.8,0,64.56,43.44,1.7,Overstock,0.0,37.82
P0001,Electronics,453,359,61.79,5,374.26,78.74000000000001,1.2,Overstock,0.0,59.73
P0002,Clothing,144,29,34.06,10,44.41,99.59,3.2,Overstock,0.0,30.45
P0003,Clothing,407,358,89.15,20,349.06,57.94,1.2,Overstock,0.0,89.61
P0004,Electronics,402,95,28.98,15,111.89,290.11,3.6,Overstock,0.0,30.97
P0005,Furniture,124,95,28.06,10,100.33,23.67,1.2,Overstock,0.0,27.06
P0006,Clothing,487,171,68.86,5,178.89,308.11,2.7,Overstock,0.0,72.86
P0007,Furniture,55,12,44.06,0,14.96,40.04,3.7,Overstock,0.0,42.68
P0008,Electronics,232,59,38.29,5,52.61,179.39,4.4,Overstock,0.0,33.59
P0009,Electronics,101,53,78.51,0,44.75,56.25,2.3,Overstock,0.0,76.47
P0010,Electronics,445,72,93.17,5,74.27,370.73,6.0,Overstock,0.0,90.71
P0011,Clothing,76,5,99.81,10,-3.98,79.98,-19.1,Overstock,0.0,95.76
P0012,Groceries,280,169,51.21,20,166.2,113.80000000000001,1.7,Overstock,0.0,46.6
P0013,Electronics,465,24,12.15,20,34.5,430.5,13.5,Overstock,0.0,7.39
P0014,Toys,484,396,48.17,20,397.48,86.51999999999998,1.2,Overstock,0.0,50.69
P0015,Clothing,186,80,24.68,15,89.82,96.18,2.1,Overstock,0.0,21.74
P0016,Electronics,379,56,22.52,0,69.56,309.44,5.4,Overstock,0.0,19.15
P0017,Groceries,252,11,91.66,20,19.85,232.15,12.7,Overstock,0.0,93.83
P0018,Toys,181,33,11.28,5,31.91,149.09,5.7,Overstock,0.0,8.82
P0019,Toys,333,205,59.65,20,201.0,132.0,1.7,Overstock,0.0,64.14
P0020,Electronics,153,143,66.27,15,149.97,3.030000000000001,1.0,Healthy,0.0,63.38
P0001,Toys,287,88,59.19,10,88.8,198.2,3.2,Overstock,0.0,59.76
P0002,Furniture,240,73,27.58,10,72.17,167.82999999999998,3.3,Overstock,0.0,28.22
P0003,Electronics,499,165,87.24,20,174.66,324.34000000000003,2.9,Overstock,0.0,89.04
P0004,Groceries,343,119,73.65,15,131.21,211.79,2.6,Overstock,0.0,76.12
P0005,Clothing,374,272,74.87,20,263.72,110.27999999999997,1.4,Overstock,0.0,79.12
P0006,Electronics,414,188,86.68,10,179.09,234.91,2.3,Overstock,0.0,89.95
P0007,Electronics,56,17,32.9,20,24.13,31.87,2.3,Overstock,0.0,37.51
P0008,Toys,442,440,39.28,0,434.71,7.2900000000000205,1.0,Healthy,0.0,41.26
P0009,Furniture,173,128,73.96,5,144.03,28.97,1.2,Overstock,0.0,74.5
P0010,Groceries,108,80,85.17,10,73.93,34.06999999999999,1.5,Overstock,0.0,82.77
P0011,Electronics,283,250,84.75,0,259.98,23.019999999999982,1.1,Overstock,0.0,86.36
P0012,Furniture,335,31,26.57,10,39.06,295.94,8.6,Overstock,0.0,28.47
P0013,Furniture,267,141,72.22,0,139.34,127.66,1.9,Overstock,0.0,76.82
P0014,Toys,428,202,17.83,15,221.79,206.21,1.9,Overstock,0.0,22.51
P0015,Toys,403,300,13.03,0,293.85,109.14999999999998,1.4,Overstock,0.0,13.1
P0016,Furniture,305,127,16.79,0,127.42,177.57999999999998,2.4,Overstock,0.0,20.17
P0017,Toys,441,226,39.67,20,242.67,198.33,1.8,Overstock,0.0,42.27
P0018,Furniture,231,156,38.93,5,168.83,62.16999999999999,1.4,Overstock,0.0,43.34
P0019,Electronics,224,176,74.13,5,191.09,32.91,1.2,Overstock,0.0,74.3
P0020,Toys,260,134,25.6,10,151.48,108.52000000000001,1.7,Overstock,0.0,20.75
P0001,Electronics,51,25,70.26,0,31.97,19.03,1.6,Overstock,0.0,70.01
P0002,Furniture,312,299,60.98,15,292.16,19.839999999999975,1.1,Overstock,0.0,65.79
P0003,Clothing,134,132,71.2,10,127.2,6.799999999999997,1.1,Overstock,0.0,71.47
P0004,Clothing,410,25,25.69,15,42.9,367.1,9.6,Overstock,0.0,26.2
P0005,Toys,444,3,53.66,0,-0.05,444.05,-8880.0,Overstock,0.0,57.41
P0006,Electronics,458,167,47.29,20,179.73,278.27,2.5,Overstock,0.0,51.22
P0007,Furniture,368,30,14.27,0,42.93,325.07,8.6,Overstock,0.0,10.48
P0008,Toys,237,73,47.44,20,90.11,146.89,2.6,Overstock,0.0,45.37
P0009,Furniture,122,32,20.91,20,33.21,88.78999999999999,3.7,Overstock,0.0,23.06
P0010,Electronics,391,247,63.62,20,250.16,140.84,1.6,Overstock,0.0,65.28
P0011,Clothing,391,284,84.59,15,284.99,106.00999999999999,1.4,Overstock,0.0,86.39
P0012,Groceries,171,99,45.4,10,110.8,60.2,1.5,Overstock,0.0,49.95
P0013,Groceries,177,108,27.68,20,125.53,51.47,1.4,Overstock,0.0,32.5
P0014,Electronics,360,226,48.13,10,217.84,142.16,1.7,Overstock,0.0,48.48
P0015,Furniture,442,14,20.44,0,11.98,430.02,36.9,Overstock,0.0,25.25
P0016,Electronics,89,31,10.83,20,23.95,65.05,3.7,Overstock,0.0,9.18
P0017,Electronics,261,103,57.25,10,95.64,165.36,2.7,Overstock,0.0,53.07
P0018,Toys,196,49,99.89,15,54.41,141.59,3.6,Overstock,0.0,99.36
P0019,Groceries,314,305,14.7,15,315.26,-1.259999999999991,1.0,Healthy,0.0,17.39
P0020,Electronics,439,299,64.59,5,290.56,148.44,1.5,Overstock,0.0,61.46
P0001,Toys,132,85,52.9,5,83.74,48.260000000000005,1.6,Overstock,0.0,51.78
P0002,Electronics,72,53,57.62,10,46.86,25.14,1.5,Overstock,0.0,56.0
P0003,Furniture,306,144,95.54,10,159.81,146.19,1.9,Overstock,0.0,94.37
P0004,Groceries,97,38,61.3,10,37.61,59.39,2.6,Overstock,0.0,65.1
P0005,Electronics,331,264,82.12,5,278.45,52.55000000000001,1.2,Overstock,0.0,78.09
P0006,Groceries,400,104,29.57,15,102.35,297.65,3.9,Overstock,0.0,29.57
P0007,Furniture,172,94,41.18,5,101.78,70.22,1.7,Overstock,0.0,40.62
P0008,Groceries,307,103,60.91,5,113.84,193.16,2.7,Overstock,0.0,60.4
P0009,Groceries,353,347,68.93,0,351.23,1.7699999999999818,1.0,Healthy,0.0,70.5
P0010,Groceries,185,167,38.59,10,167.96,17.039999999999992,1.1,Overstock,0.0,43.09
P0011,Toys,414,55,70.88,0,50.35,363.65,8.2,Overstock,0.0,71.67
P0012,Groceries,484,46,46.24,20,47.54,436.46,10.2,Overstock,0.0,48.05
P0013,Toys,454,96,43.07,20,93.19,360.81,4.9,Overstock,0.0,40.01
P0014,Clothing,184,39,24.75,0,58.1,125.9,3.2,Overstock,0.0,28.69
P0015,Clothing,233,177,98.93,15,173.43,59.56999999999999,1.3,Overstock,0.0,103.81
P0016,Electronics,52,14,28.59,0,22.89,29.11,2.3,Overstock,0.0,29.09
P0017,Groceries,58,21,67.04,15,16.32,41.68,3.6,Overstock,0.0,65.52
P0018,Toys,254,210,61.53,15,224.82,29.180000000000007,1.1,Overstock,0.0,64.06
P0019,Furniture,457,281,46.62,15,296.1,160.89999999999998,1.5,Overstock,0.0,48.24
P0020,Furniture,100,34,90.72,10,31.5,68.5,3.2,Overstock,0.0,87.28
P0001,Furniture,407,0,17.39,10,-7.33,414.33,-55.5,Overstock,0.0,16.64
P0002,Electronics,218,180,52.61,5,194.26,23.74000000000001,1.1,Overstock,0.0,50.73
P0003,Electronics,166,86,70.59,20,100.36,65.64,1.7,Overstock,0.0,72.15
P0004,Furniture,140,130,20.17,0,126.65,13.349999999999994,1.1,Overstock,0.0,16.99
P0005,Furniture,331,99,59.08,20,97.76,233.24,3.4,Overstock,0.0,61.68
P0006,Clothing,138,91,79.45,20,95.21,42.790000000000006,1.4,Overstock,0.0,79.06
P0007,Furniture,325,291,12.91,0,302.49,22.50999999999999,1.1,Overstock,0.0,12.85
P0008,Toys,425,400,38.62,10,410.04,14.95999999999998,1.0,Healthy,0.0,34.71
P0009,Groceries,120,60,36.43,20,79.24,40.760000000000005,1.5,Overstock,0.0,35.73
P0010,Furniture,62,61,56.21,15,63.83,-1.8299999999999983,1.0,Healthy,0.0,51.39
P0011,Electronics,75,5,37.14,20,-1.83,76.83,-41.0,Overstock,0.0,38.3
P0012,Electronics,69,8,71.8,0,26.64,42.36,2.6,Overstock,0.0,68.35
P0013,Furniture,213,71,99.2,20,80.41,132.59,2.6,Overstock,0.0,95.59
P0014,Furniture,170,50,93.01,15,52.68,117.32,3.2,Overstock,0.0,90.23
P0015,Clothing,94,91,35.55,5,110.34,-16.340000000000003,0.9,Stockout Risk,16.340000000000003,36.69
P0016,Furniture,95,79,80.32,5,93.93,1.0699999999999932,1.0,Healthy,0.0,79.52
P0017,Groceries,471,251,23.54,5,253.01,217.99,1.9,Overstock,0.0,25.45
P0018,Clothing,367,171,62.9,10,163.37,203.63,2.2,Overstock,0.0,63.93
P0019,Clothing,260,8,34.89,0,-0.06,260.06,-4333.3,Overstock,0.0,38.99
P0020,Clothing,405,271,54.5,10,267.24,137.76,1.5,Overstock,0.0,54.13
P0001,Toys,481,479,73.02,20,473.95,7.050000000000011,1.0,Healthy,0.0,70.57
P0002,Toys,190,2,44.82,10,12.23,177.77,15.5,Overstock,0.0,42.72
P0003,Toys,125,1,23.62,15,-5.14,130.14,-24.3,Overstock,0.0,22.62
P0004,Toys,327,265,62.52,5,263.8,63.19999999999999,1.2,Overstock,0.0,63.51
P0005,Electronics,149,104,44.27,5,122.25,26.75,1.2,Overstock,0.0,40.01
P0006,Groceries,469,327,40.97,15,328.71,140.29000000000002,1.4,Overstock,0.0,45.24
P0007,Groceries,294,208,85.23,20,217.03,76.97,1.4,Overstock,0.0,87.64
P0008,Electronics,351,186,22.79,20,176.03,174.97,2.0,Overstock,0.0,25.01
P0009,Furniture,236,18,80.27,15,12.83,223.17,18.4,Overstock,0.0,79.24
P0010,Clothing,469,105,24.41,20,106.66,362.34000000000003,4.4,Overstock,0.0,21.69
P0011,Clothing,500,205,59.47,10,218.48,281.52,2.3,Overstock,0.0,58.75
P0012,Clothing,327,50,82.23,20,44.8,282.2,7.3,Overstock,0.0,81.79
P0013,Clothing,51,50,16.52,0,45.39,5.609999999999999,1.1,Overstock,0.0,15.49
P0014,Toys,213,110,10.07,10,105.87,107.13,2.0,Overstock,0.0,5.49
P0015,Clothing,440,228,22.93,5,222.04,217.96,2.0,Overstock,0.0,24.12
P0016,Furniture,200,181,41.16,20,181.47,18.53,1.1,Overstock,0.0,36.7
P0017,Electronics,434,96,93.6,10,99.0,335.0,4.4,Overstock,0.0,96.69
P0018,Groceries,420,204,76.39,10,202.69,217.31,2.1,Overstock,0.0,77.43
P0019,Furniture,74,4,29.12,10,6.78,67.22,10.9,Overstock,0.0,30.54
P0020,Furniture,393,219,58.18,15,217.29,175.71,1.8,Overstock,0.0,60.63
P0001,Electronics,474,91,46.55,20,104.16,369.84000000000003,4.6,Overstock,0.0,51.5
P0002,Furniture,332,24,43.1,0,43.27,288.73,7.7,Overstock,0.0,39.07
P0003,Electronics,420,106,82.75,5,106.31,313.69,4.0,Overstock,0.0,83.73
P0004,Furniture,361,309,31.01,15,325.79,35.20999999999998,1.1,Overstock,0.0,34.41
P0005,Furniture,351,62,63.98,0,53.48,297.52,6.6,Overstock,0.0,68.19
P0006,Groceries,162,44,81.83,15,41.94,120.06,3.9,Overstock,0.0,79.02
P0007,Groceries,441,15,27.54,20,21.2,419.8,20.8,Overstock,0.0,23.84
P0008,Groceries,483,278,33.76,5,287.4,195.60000000000002,1.7,Overstock,0.0,30.98
P0009,Groceries,185,1,80.96,5,15.75,169.25,11.7,Overstock,0.0,76.4
P0010,Electronics,415,279,10.48,15,293.32,121.68,1.4,Overstock,0.0,8.23
P0011,Groceries,414,174,69.74,10,191.92,222.08,2.2,Overstock,0.0,72.5
P0012,Clothing,244,142,47.54,15,154.79,89.21000000000001,1.6,Overstock,0.0,43.03
P0013,Electronics,73,36,50.18,5,46.15,26.85,1.6,Overstock,0.0,54.06
P0014,Groceries,333,121,87.73,20,112.5,220.5,3.0,Overstock,0.0,83.04
P0015,Groceries,286,155,71.73,20,164.98,121.02000000000001,1.7,Overstock,0.0,76.09
P0016,Groceries,155,42,33.95,15,61.85,93.15,2.5,Overstock,0.0,32.75
P0017,Toys,91,89,40.54,10,90.42,0.5799999999999983,1.0,Healthy,0.0,38.64
P0018,Toys,470,241,84.23,5,241.01,228.99,2.0,Overstock,0.0,88.03
P0019,Toys,129,15,93.55,10,17.4,111.6,7.4,Overstock,0.0,96.59
P0020,Clothing,195,22,86.2,10,24.78,170.22,7.9,Overstock,0.0,89.33
P0001,Groceries,473,105,19.24,20,122.33,350.67,3.9,Overstock,0.0,17.48
P0002,Toys,226,39,62.67,15,48.65,177.35,4.6,Overstock,0.0,65.27
P0003,Groceries,366,335,37.66,15,347.43,18.569999999999993,1.1,Overstock,0.0,34.65
P0004,Furniture,489,233,66.0,10,242.97,246.03,2.0,Overstock,0.0,69.78
P0005,Groceries,427,296,72.01,0,290.84,136.16000000000003,1.5,Overstock,0.0,72.42
P0006,Electronics,247,19,82.45,20,35.34,211.66,7.0,Overstock,0.0,83.47
P0007,Electronics,261,182,33.03,5,188.32,72.68,1.4,Overstock,0.0,37.67
P0008,Clothing,341,10,63.42,10,1.57,339.43,217.2,Overstock,0.0,62.08
P0009,Clothing,98,71,58.34,20,63.26,34.74,1.5,Overstock,0.0,59.11
